"dog_id","dog_id_cohort","cohort","elab_id","run_order","prep_batch","run","DOC","DOB","age","weight_at_DOC","lifestage_at_DOC","size_at_DOC","sex","sterilization_status","pure_or_mixed","breed_1","breed_2","graded_hemolysis","elapse_DOC_LOG","serum_temp","hours_fasting","Division","state","st_zip","complete_survey_pull","diet_survey","comprehensive_diet_complete","DRdiet_survey","BCS","SampleID","SampleName","elab_idX"
99219,"99219_precision_1_arm_1","Precision 1",20383883,63,23,5,"2022-12-14","2020-01-15",2.90909090909091,35.9,"Young","Large",0,1,2,124,195,0,24.5875,11.8,15,"Division 3: East North Central","OH",43204,"HLES","HLES diet",NA,"HLES",5,"X63","99219_","X20383883"
99243,"99243_precision_1_arm_1","Precision 1",18109292,77,15,4,"2022-07-11","2021-04-01",1.27409432672591,27.2155422,"Young","Medium",0,1,2,16,230,0,27.1433333333333,25.6,14,"Division 5: South Atlantic","NC",28734,"FUP1","FUP1 diet","FUP2","HLES",NA,"X77","99243_","X18109292"
99293,"99293_precision_1_arm_1","Precision 1",17155151,151,11,3,"2022-05-03","2019-06-12",2.88721804511278,30.84428116,"Young","Large",0,1,2,124,153,0,22.8436111111111,18.2,12,"Division 4: West North Central","MO",65610,"HLES","HLES diet","FUP2","HLES",NA,"X151","99293_","X17155151"
99375,"99375_precision_1_arm_1","Precision 1",16668553,147,7,2,"2022-03-24","2020-04-01",1.97402597402597,37.64816671,"Young","Large",1,1,1,120,NA,0,26.7588888888889,12.1,17,"Division 1: New England","NH",3256,"HLES","HLES diet","FUP2","HLES",5,"X147","99375_","X16668553"
99450,"99450_precision_1_arm_1","Precision 1",20895478,99,24,5,"2023-01-18","2021-04-01",1.79642287537024,32.65865064,"Young","Giant",1,0,1,50,NA,1,22.4277777777778,10.3,13,"Division 5: South Atlantic","FL",33445,"HLES","HLES diet",NA,"HLES",6,"X99","99450_","X20895478"
99483,"99483_precision_1_arm_1","Precision 1",20555438,117,24,5,"2022-12-29","2020-09-15",2.28309409888357,12.84,"Young","Toy",1,1,2,999,999,0,27.1636111111111,18.8,12,"Division 7: West South Central","TX",78741,"FUP1","FUP1 diet","FUP2","FUP1",6,"X117","99483_","X20555438"
99523,"99523_precision_1_arm_1","Precision 1",18894611,198,18,4,"2022-09-06","2011-04-29",11.3410799726589,8.391458845,"Mature","Toy",1,1,2,74,999,0,26.8388888888889,22.1,11,"Division 5: South Atlantic","NC",27627,"FUP1","HLES diet","FUP1","HLES",5,"X198","99523_","X18894611"
99565,"99565_precision_1_arm_1","Precision 1",17834672,208,13,3,"2022-06-16","2019-03-20",3.23718386876282,35.38020486,"Mature","Large",0,1,1,153,NA,0,23.7225,22.8,12,"Division 6: East South Central","AL",35120,"HLES","HLES diet",NA,"HLES",5,"X208","99565_","X17834672"
99570,"99570_precision_1_arm_1","Precision 1",17707145,184,12,3,"2022-06-06","2017-01-31",5.33686488949647,24.49398798,"Mature","Standard",1,1,2,999,11,2,30.6316666666667,21.9,12,"Division 7: West South Central","TX",77071,"HLES","HLES diet","FUP2","HLES",NA,"X184","99570_","X17707145"
99574,"99574_precision_1_arm_1","Precision 1",16788763,79,9,3,"2022-04-04","2018-10-14",3.46684894053315,40.36972093,"Young","Giant",1,1,2,124,999,0,25.1930555555556,19.6,12,"Division 5: South Atlantic","GA",30064,"HLES","HLES diet","FUP2","HLES",NA,"X79","99574_","X16788763"
99704,"99704_precision_1_arm_1","Precision 1",17737985,211,13,3,"2022-06-09","2019-09-09",2.74504442925496,24.94758035,"Young","Standard",0,1,1,153,NA,0,25.2219444444444,20.9,12,"Division 3: East North Central","MI",48329,"HLES","HLES diet","FUP1","HLES",NA,"X211","99704_","X17737985"
99754,"99754_precision_1_arm_1","Precision 1",23828791,489,34,5,"2023-07-10","2021-03-15",2.31578947368421,6.80388555,"Young","Toy",0,0,1,63,NA,0,28.6597222222222,20.6,13,"Division 2: Middle Atlantic","NY",13167,"FUP1","FUP1 comp","FUP1","FUP1",5,"X489","99754_","X23828791"
99805,"99805_precision_1_arm_1","Precision 1",17951309,26,14,4,"2022-06-27","2016-10-22",5.67053998632946,10.43262451,"Mature","Medium",1,1,1,186,NA,0,27.025,21,14,"Division 1: New England","RI",2860,"HLES","HLES diet","FUP2","HLES",4,"X26","99805_","X17951309"
99991,"99991_precision_1_arm_1","Precision 1",18732242,177,18,4,"2022-08-25","2020-06-15",2.19002050580998,38.10175908,"Young","Large",1,0,1,222,NA,1,25.1219444444444,20.5,13,"Division 2: Middle Atlantic","NY",12817,"HLES","HLES diet",NA,"HLES",4,"X177","99991_","X18732242"
100033,"100033_precision_1_arm_1","Precision 1",17143454,157,11,3,"2022-05-02","2021-04-26",1.01435406698565,5,"Puppy","Toy",1,1,2,74,196,1,23.205,14.4,15,"Division 5: South Atlantic","DC",20011,"HLES","HLES diet",NA,"HLES",5,"X157","100033_","X17143454"
100035,"100035_precision_1_arm_1","Precision 1",16320871,1,8,3,"2022-02-28","2021-01-08",1.13738892686261,15,"Puppy","Medium",0,1,2,278,212,0,49.3911111111111,16.4,15,"Division 1: New England","MA",2139,"HLES","HLES diet","FUP2","HLES",5,"X1","100035_","X16320871"
100242,"100242_precision_1_arm_1","Precision 1",17986349,3,14,4,"2022-06-29","2020-02-15",2.36488949646844,9.0718474,"Young","Toy",1,1,2,16,195,0,20.2475,19.5,21,"Division 5: South Atlantic","NC",27516,"HLES","HLES diet","FUP1","HLES",NA,"X3","100242_","X17986349"
100262,"100262_precision_1_arm_1","Precision 1",16286380,80,9,3,"2022-02-24","2020-10-11",1.36990202779676,15,"Young","Medium",0,1,2,74,268,0,27.1497222222222,11.7,14,"Division 9: Pacific","WA",98366,"HLES","HLES diet","FUP1","HLES",5,"X80","100262_","X16286380"
100293,"100293_precision_1_arm_1","Precision 1",16726942,41,9,3,"2022-03-29","2021-01-10",1.21109592162224,25,"Puppy","Standard",0,1,2,11,62,1,25.1288888888889,18,13,"Division 7: West South Central","TX",78653,"HLES","HLES diet","FUP1","HLES",5,"X41","100293_","X16726942"
100369,"100369_precision_1_arm_1","Precision 1",16245847,4,8,3,"2022-02-21","2017-08-24",4.48951925267715,11.33980925,"Mature","Medium",0,1,2,141,204,0,22.4077777777778,14.8,13,"Division 4: West North Central","MN",55427,"HLES","HLES diet","FUP1","HLES",NA,"X4","100369_","X16245847"
100506,"100506_precision_1_arm_1","Precision 1",16244650,31,8,3,"2022-02-21","2020-10-15",1.3507632718159,5,"Young","Toy",1,1,2,228,63,0,24.5027777777778,17,13,"Division 3: East North Central","OH",44102,"HLES","HLES diet","FUP1","HLES",NA,"X31","100506_","X16244650"
100652,"100652_precision_1_arm_1","Precision 1",16654279,123,7,2,"2022-03-22","2013-09-01",8.54135338345865,33.11224301,"Mature","Large",0,1,2,51,114,0,53.7341666666667,11.6,13,"Division 3: East North Central","OH",44035,"HLES","HLES diet","FUP2","HLES",NA,"X123","100652_","X16654279"
100703,"100703_precision_1_arm_1","Precision 1",17701835,161,12,3,"2022-06-06","2020-12-03",1.50364547732969,45,"Puppy","Large",0,1,1,153,NA,2,26.7436111111111,23.7,15,"Division 7: West South Central","TX",77554,"HLES","HLES diet","FUP1","HLES",5,"X161","100703_","X17701835"
100707,"100707_precision_1_arm_1","Precision 1",17227742,132,11,3,"2022-05-09","2020-04-15",2.06151742993848,41.27690567,"Puppy","Giant",1,1,2,153,114,0,26.8980555555556,21.7,13,"Division 5: South Atlantic","NC",27526,"HLES","HLES diet","FUP1","HLES",NA,"X132","100707_","X17227742"
101053,"101053_precision_1_arm_1","Precision 1",20956834,101,24,5,"2023-01-23","2016-04-08",6.78343586238323,22.135307656,"Mature","Standard",1,1,2,18,195,1,26.9177777777778,11.6,16,"Division 5: South Atlantic","WV",26003,"FUP1","FUP1 comp","FUP1","FUP1",5,"X101","101053_","X20956834"
101073,"101073_precision_1_arm_1","Precision 1",17324264,177,12,3,"2022-05-16","2020-07-05",1.85919343814081,29.02991168,"Young","Standard",0,1,2,11,37,0,25.6688888888889,15.9,12,"Division 5: South Atlantic","NC",27502,"HLES","HLES diet","FUP1","HLES",5.5,"X177","101073_","X17324264"
101871,"101871_precision_1_arm_1","Precision 1",16173898,38,4,2,"2022-02-15","2021-03-21",0.905103668261563,5,"Puppy","Toy",1,1,1,194,NA,0,26.3647222222222,10.8,12,"Division 3: East North Central","WI",54937,"HLES","HLES diet","FUP1","HLES",5,"X38","101871_","X16173898"
101907,"101907_precision_1_arm_1","Precision 1",20199050,80,23,5,"2022-11-30","2021-08-18",1.28241057188426,22.770336974,"Young","Large",0,1,1,120,NA,0,113.225277777778,21.7,8,"Division 7: West South Central","TX",77042,"FUP1","FUP1 comp","FUP1","FUP1",5,"X80","101907_","X20199050"
102105,"102105_precision_1_arm_1","Precision 1",21123934,108,24,5,"2023-01-30","2020-08-22",2.43620414673046,18.824083355,"Young","Standard",0,1,1,60,NA,0,52.7397222222222,6.6,13,"Division 3: East North Central","WI",54703,"HLES","HLES diet",NA,"HLES",4,"X108","102105_","X21123934"
102238,"102238_precision_1_arm_1","Precision 1",22928474,331,30,5,"2023-05-10","2021-03-01",2.18717247664616,14.51495584,"Young","Standard",0,0,1,166,NA,0,45.9641666666667,18.2,20,"Division 5: South Atlantic","DC",20008,"FUP1","FUP1 comp","FUP1","FUP1",6,"X331","102238_","X22928474"
102257,"102257_precision_1_arm_1","Precision 1",19257480,246,20,4,"2022-10-05","2019-08-17",3.13055365686945,8.5592880219,"Mature","Medium",0,1,1,81,NA,0,27.72,19.1,15,"Division 5: South Atlantic","GA",30157,"HLES","HLES diet","FUP1","HLES",5,"X246","102257_","X19257480"
102310,"102310_precision_1_arm_1","Precision 1",18243530,65,15,4,"2022-07-19","2021-04-15",1.25768967874231,15,"Puppy","Medium",0,1,1,101,NA,0,16.4766666666667,23.3,18,"Division 8: Mountain","NV",89121,"HLES","HLES diet","FUP1","HLES",NA,"X65","102310_","X18243530"
102440,"102440_precision_1_arm_1","Precision 1",19330461,273,20,4,"2022-10-11","2021-06-21",1.30416951469583,17.372587771,"Young","Medium",1,1,2,999,999,0,42.2833333333333,20.3,13,"Division 1: New England","MA",1702,"HLES","HLES diet","FUP1","HLES",5,"X273","102440_","X19330461"
102459,"102459_precision_1_arm_1","Precision 1",18707111,122,17,4,"2022-08-23","2019-04-21",3.33561175666439,36.2873896,"Young","Large",1,1,1,120,NA,1,20.9461111111111,16.8,14,"Division 3: East North Central","MI",48906,"HLES","HLES diet",NA,"HLES",5,"X122","102459_","X18707111"
102588,"102588_precision_1_arm_1","Precision 1",18783224,187,18,4,"2022-08-30","2020-10-13",1.8755980861244,19.95806428,"Young","Medium",0,1,2,16,43,0,27.62,21.2,13,"Division 5: South Atlantic","NC",28739,"HLES","HLES diet","FUP1","HLES",5,"X187","102588_","X18783224"
102806,"102806_precision_1_arm_1","Precision 1",19130466,238,19,4,"2022-09-23","2012-04-05",10.4524948735475,47.899354272,"Mature","Giant",0,1,1,153,NA,0,71.7475,22.1,12,"Division 3: East North Central","IL",61360,"HLES","HLES diet",NA,"HLES",9,"X238","102806_","X19130466"
102875,"102875_precision_1_arm_1","Precision 1",19189638,230,19,4,"2022-09-29","2021-06-27",1.25495557074504,39.961487797,"Puppy","Large",1,0,1,277,NA,0,25.3225,21.3,15,"Division 7: West South Central","TX",77018,"HLES","HLES diet",NA,"HLES",4,"X230","102875_","X19189638"
102937,"102937_precision_1_arm_1","Precision 1",20543102,64,23,5,"2022-12-27","2021-06-27",1.49840510366826,46.402499451,"Puppy","Giant",0,0,1,123,NA,1,24.8155555555556,11.8,13,"Division 7: West South Central","TX",77429,"FUP1","FUP1 comp","FUP1","HLES",4,"X64","102937_","X20543102"
102951,"102951_precision_1_arm_1","Precision 1",19163085,232,19,4,"2022-09-27","2020-05-19",2.35406698564593,34.92661249,"Young","Large",0,1,1,120,NA,0,26.2008333333333,13.5,17,"Division 1: New England","VT",5001,"HLES","HLES diet","FUP1","HLES",5,"X232","102951_","X19163085"
103448,"103448_precision_1_arm_1","Precision 1",21215251,139,25,5,"2023-02-01","2019-10-13",3.30018227386648,10.3,"Mature","Medium",0,1,1,110,NA,2,47.9233333333333,24.6,19,"Division 9: Pacific","OR",97330,"FUP1","FUP1 comp","FUP1","HLES",5,"X139","103448_","X21215251"
104274,"104274_precision_1_arm_1","Precision 1",18726548,139,17,4,"2022-08-24","2020-05-18",2.26384142173616,22.6796185,"Young","Standard",0,1,2,16,999,0,26.3388888888889,15.3,16,"Division 3: East North Central","MI",48105,"HLES","HLES diet",NA,"HLES",5,"X139","104274_","X18726548"
104336,"104336_precision_1_arm_1","Precision 1",23339645,425,32,5,"2023-06-05","2021-02-02",2.33208020050125,5.533826914,"Young","Toy",0,0,1,226,NA,2,25.3747222222222,18.7,16,"Division 5: South Atlantic","NC",27587,"FUP1","HLES diet",NA,"HLES",4,"X425","104336_","X23339645"
104444,"104444_precision_1_arm_1","Precision 1",17875985,204,13,3,"2022-06-21","2020-03-01",2.30200501253133,35.38020486,"Young","Large",1,0,1,4,NA,3,26.2441666666667,24.4,12,"Division 5: South Atlantic","FL",32081,"HLES","HLES diet",NA,"HLES",5,"X204","104444_","X17875985"
104846,"104846_precision_1_arm_1","Precision 1",17864627,213,13,3,"2022-06-20","2020-04-17",2.17088174982912,9.162565874,"Young","Toy",0,0,1,165,NA,0,47.6413888888889,24.7,15,"Division 3: East North Central","IL",60625,"HLES","HLES diet",NA,"HLES",5,"X213","104846_","X17864627"
105078,"105078_precision_1_arm_1","Precision 1",18264248,73,15,4,"2022-07-20","2021-11-15",0.675210754158123,25,"Puppy","Standard",1,0,1,195,NA,0,25.2338888888889,23.4,14,"Division 7: West South Central","TX",78212,"HLES","HLES diet","FUP1","HLES",NA,"X73","105078_","X18264248"
105416,"105416_precision_1_arm_1","Precision 1",18777218,166,18,4,"2022-08-30","2021-05-15",1.2904989747095,52.16312255,"Puppy","Giant",0,0,1,158,NA,0,26.5602777777778,20.6,17,"Division 2: Middle Atlantic","NY",12309,"HLES","HLES diet",NA,"HLES",5,"X166","105416_","X18777218"
106181,"106181_precision_1_arm_1","Precision 1",18224219,45,15,4,"2022-07-18","2019-05-07",3.19343814080656,14.06136347,"Young","Medium",1,1,1,186,NA,0,26.8830555555556,22.9,12,"Division 4: West North Central","MN",55421,"HLES","HLES diet","FUP1","HLES",5,"X45","106181_","X18224219"
106261,"106261_precision_1_arm_1","Precision 1",18744290,168,18,4,"2022-08-25","2018-06-30",4.14764183185236,36.196671126,"Mature","Large",0,1,2,120,46,0,90.4058333333333,22.7,21,"Division 3: East North Central","MI",49601,"HLES","HLES diet","FUP1","HLES",5,"X168","106261_","X18744290"
106373,"106373_precision_1_arm_1","Precision 1",21877842,221,27,5,"2023-03-14","2019-07-06",3.68284347231716,19.50447191,"Mature","Medium",1,1,2,27,999,0,26.6233333333333,11.3,16,"Division 2: Middle Atlantic","PA",19465,"FUP1","FUP1 comp","FUP1","HLES",7,"X221","106373_","X21877842"
106446,"106446_precision_1_arm_1","Precision 1",19548827,285,21,4,"2022-10-27","2020-05-06",2.47163362952837,19.776627332,"Young","Medium",1,0,1,46,NA,0,24.0472222222222,19.7,16,"Division 2: Middle Atlantic","NY",11934,"HLES","HLES diet","FUP1","HLES",4,"X285","106446_","X19548827"
106538,"106538_precision_1_arm_1","Precision 1",18761783,188,18,4,"2022-08-29","2020-08-04",2.06425153793575,33.339039195,"Young","Large",0,1,2,114,999,0,26.1577777777778,19,15,"Division 5: South Atlantic","VA",22079,"HLES","HLES diet","FUP1","HLES",5,"X188","106538_","X18761783"
106847,"106847_precision_1_arm_1","Precision 1",19370871,267,20,4,"2022-10-17","2019-07-21",3.23718386876282,29.02991168,"Mature","Standard",0,1,2,18,195,0,23.3852777777778,9.8,13,"Division 3: East North Central","IL",60605,"HLES","HLES diet","FUP1","HLES",6,"X267","106847_","X19370871"
106857,"106857_precision_1_arm_1","Precision 1",22058552,243,28,5,"2023-03-23","2020-11-16",2.34301663249032,18.279772511,"Young","Medium",1,0,1,46,NA,0,23.8905555555556,18.9,19,"Division 4: West North Central","MN",55303,"FUP1","FUP1 comp","FUP1","HLES",5,"X243","106857_","X22058552"
107105,"107105_precision_1_arm_1","Precision 1",17077394,153,11,3,"2022-04-26","2020-06-17",1.85372522214627,21.31884139,"Young","Standard",0,0,1,195,NA,1,26.7411111111111,13.8,13,"Division 3: East North Central","OH",43204,"HLES","HLES diet","FUP1","HLES",5,"X153","107105_","X17077394"
107147,"107147_precision_1_arm_1","Precision 1",18132119,63,15,4,"2022-07-12","2019-09-19",2.80792891319207,17.69010243,"Young","Medium",1,1,2,195,120,0,23.3236111111111,21.8,18,"Division 5: South Atlantic","VA",22903,"HLES","HLES diet","FUP1","HLES",6,"X63","107147_","X18132119"
107306,"107306_precision_1_arm_1","Precision 1",20511302,51,23,5,"2022-12-21","2014-04-12",8.68090681248576,9.434721296,"Mature","Toy",0,1,2,74,228,0,23.2272222222222,18.9,18,"Division 5: South Atlantic","GA",30307,"HLES","HLES diet","FUP1","HLES",5,"X51","107306_","X20511302"
107358,"107358_precision_1_arm_1","Precision 1",19649087,12,22,5,"2022-11-07","2020-11-17",1.96855775803144,18.279772511,"Young","Medium",0,1,2,46,192,0,27.2683333333333,18.1,14,"Division 1: New England","NH",3301,"HLES","HLES diet","FUP1","HLES",5,"X12","107358_","X19649087"
107408,"107408_precision_1_arm_1","Precision 1",18624818,151,17,4,"2022-08-17","2019-06-01",3.20710868079289,38.55535145,"Young","Large",0,0,1,181,NA,0,28.0405555555556,19.4,14,"Division 2: Middle Atlantic","NY",12015,"HLES","HLES diet",NA,"HLES",5,"X151","107408_","X18624818"
107482,"107482_precision_1_arm_1","Precision 1",17110739,159,11,3,"2022-04-28","2021-03-15",1.11825017088175,25,"Young","Standard",1,0,1,263,NA,1,26.2925,20.3,14,"Division 2: Middle Atlantic","NJ",8540,"HLES","HLES diet",NA,"HLES",5,"X159","107482_","X17110739"
107594,"107594_precision_1_arm_1","Precision 1",19623542,23,22,5,"2022-11-03","2019-06-24",3.35748462064252,33.837990802,"Mature","Large",0,1,1,114,NA,0,23.6,13.8,15,"Division 2: Middle Atlantic","PA",15146,"HLES","HLES diet",NA,"HLES",4,"X23","107594_","X19623542"
107678,"107678_precision_1_arm_1","Precision 1",19429347,252,20,4,"2022-10-20","2021-07-19",1.25222146274778,22.407463078,"Young","Large",0,1,1,114,NA,0,23.3686111111111,17.9,5,"Division 5: South Atlantic","GA",31805,"HLES","HLES diet",NA,"HLES",4.5,"X252","107678_","X19429347"
107837,"107837_precision_1_arm_1","Precision 1",18894701,165,18,4,"2022-09-06","2020-11-27",1.77158806106175,18.59728717,"Young","Standard",0,1,1,18,NA,0,27.7244444444444,15.3,15,"Division 5: South Atlantic","VA",20165,"HLES","HLES diet","FUP1","HLES",5,"X165","107837_","X18894701"
108032,"108032_precision_1_arm_1","Precision 1",18217955,69,15,4,"2022-07-18","2006-08-11",15.9125085440875,9.0718474,"Senior","Medium",0,1,1,81,NA,0,26.1180555555556,19.4,11,"Division 5: South Atlantic","GA",30576,"HLES","HLES diet",NA,"HLES",5,"X69","108032_","X18217955"
108176,"108176_precision_1_arm_1","Precision 1",19561409,5,22,5,"2022-10-29","2020-06-15",2.36773752563226,28,"Young","Standard",1,1,2,12,191,0,48.5861111111111,19.7,20,"Division 3: East North Central","MI",49024,"HLES","HLES diet","FUP1","HLES",6,"X5","108176_","X19561409"
108235,"108235_precision_1_arm_1","Precision 1",18019712,8,14,4,"2022-06-30","2020-03-26",2.25837320574163,5.89670081,"Young","Toy",1,1,2,87,140,2,25.7608333333333,23.5,12,"Division 7: West South Central","OK",74106,"HLES","HLES diet","FUP1","HLES",5,"X8","108235_","X18019712"
108244,"108244_precision_1_arm_1","Precision 1",18123332,79,15,4,"2022-07-12","2021-01-15",1.48450672134883,17.599383956,"Young","Medium",1,0,1,268,NA,0,27.7580555555556,22.5,13,"Division 2: Middle Atlantic","PA",19403,"HLES","HLES diet",NA,"HLES",NA,"X79","108244_","X18123332"
108306,"108306_precision_1_arm_1","Precision 1",19908017,17,22,5,"2022-11-16","2020-02-26",2.7177033492823,29.48350405,"Young","Large",0,1,1,120,NA,0,26.4497222222222,12.9,12,"Division 2: Middle Atlantic","PA",17252,"HLES","HLES diet","FUP1","HLES",5,"X17","108306_","X19908017"
108536,"108536_precision_1_arm_1","Precision 1",19660220,14,22,5,"2022-11-07","2021-05-15",1.4792663476874,27.306260674,"Young","Standard",0,1,2,153,999,2,41.5286111111111,14.9,12,"Division 5: South Atlantic","VA",22205,"HLES","HLES diet",NA,"HLES",5,"X14","108536_","X19660220"
108732,"108732_precision_1_arm_1","Precision 1",18976127,179,18,4,"2022-09-08","2019-07-29",3.10868079289132,41.27690567,"Mature","Large",1,1,1,114,NA,0,89.5636111111111,17.8,21,"Division 5: South Atlantic","VA",22207,"HLES","HLES diet","FUP1","HLES",5,"X179","108732_","X18976127"
108734,"108734_precision_1_arm_1","Precision 1",17242655,187,12,3,"2022-05-09","2021-04-02",1.09911141490089,45,"Puppy","Giant",1,0,1,277,NA,0,48.7013888888889,22.3,20,"Division 5: South Atlantic","VA",20187,"HLES","HLES diet","FUP1","HLES",5,"X187","108734_","X17242655"
108981,"108981_precision_1_arm_1","Precision 1",20799116,81,24,5,"2023-01-12","2021-11-27",1.12371838687628,5.170953018,"Young","Toy",0,0,1,70,NA,0,26.9413888888889,9.9,16,"Division 5: South Atlantic","FL",32063,"HLES","HLES diet","FUP1","HLES",5,"X81","108981_","X20799116"
109075,"109075_precision_1_arm_1","Precision 1",19273272,257,20,4,"2022-10-06","2019-12-18",2.79687856003645,22.498181552,"Young","Standard",0,0,2,195,120,1,24.8969444444444,16.1,15,"Division 6: East South Central","TN",37341,"HLES","HLES diet","FUP1","HLES",5,"X257","109075_","X19273272"
109290,"109290_precision_1_arm_1","Precision 1",22498367,296,29,5,"2023-04-18","2020-11-08",2.43597630439736,6.441011654,"Young","Toy",1,1,2,196,74,0,26.3994444444444,20.3,17,"Division 2: Middle Atlantic","NY",12586,"FUP1","FUP1 comp","FUP1","HLES",5,"X296","109290_","X22498367"
109353,"109353_precision_1_arm_1","Precision 1",16958978,119,10,3,"2022-04-19","2021-08-08",0.694463431305537,25,"Puppy","Standard",1,0,1,18,NA,0,26.68,18.6,14,"Division 2: Middle Atlantic","NY",12534,"HLES","HLES diet","FUP1","HLES",NA,"X119","109353_","X16958978"
109382,"109382_precision_1_arm_1","Precision 1",18687563,142,17,4,"2022-08-22","2016-10-08",5.86192754613807,19.05087954,"Mature","Medium",0,1,2,46,18,0,28.4961111111111,13.9,13,"Division 2: Middle Atlantic","NY",12508,"HLES","HLES diet","FUP1","HLES",5,"X142","109382_","X18687563"
109412,"109412_precision_1_arm_1","Precision 1",18539408,115,16,4,"2022-08-10","2019-04-10",3.33014354066986,40.8233133,"Young","Giant",0,0,1,37,NA,0,25.4075,20.8,12,"Division 2: Middle Atlantic","NY",10506,"HLES","HLES diet","FUP1","HLES",NA,"X115","109412_","X18539408"
109569,"109569_precision_1_arm_1","Precision 1",18049475,29,14,4,"2022-07-05","2011-02-01",11.4065846434267,59.42060047,"Senior","Giant",1,1,2,42,136,0,28.2519444444444,25.2,12,"Division 3: East North Central","IL",60185,"HLES","HLES diet","FUP1","HLES",NA,"X29","109569_","X18049475"
109729,"109729_precision_1_arm_1","Precision 1",23276285,433,32,5,"2023-05-31","2021-01-09",2.38402825244931,27.714493807,"Young","Large",0,1,1,120,NA,0,27.0113888888889,17.5,12,"Division 5: South Atlantic","DC",20002,"FUP1","FUP1 comp","FUP1","HLES",5,"X433","109729_","X23276285"
109774,"109774_precision_1_arm_1","Precision 1",19047944,210,19,4,"2022-09-15","2020-12-18",1.73877876509455,3.17514659,"Young","Toy",0,1,2,276,195,0,23.8144444444444,18.2,16,"Division 4: West North Central","MN",55119,"HLES","HLES diet","FUP1","HLES",5,"X210","109774_","X19047944"
109787,"109787_precision_1_arm_1","Precision 1",20355230,50,23,5,"2022-12-12","2020-12-22",1.96855775803144,22.22602613,"Young","Standard",0,1,2,153,268,0,26.0675,19.9,1,"Division 5: South Atlantic","GA",30628,"HLES","HLES diet",NA,"HLES",5,"X50","109787_","X20355230"
109889,"109889_precision_1_arm_1","Precision 1",17254517,193,12,3,"2022-05-10","2021-08-15",0.732740943267259,25,"Puppy","Standard",1,0,1,280,NA,0,31.0777777777778,14.7,13,"Division 4: West North Central","MN",56129,"HLES","HLES diet","FUP1","HLES",NA,"X193","109889_","X17254517"
109960,"109960_precision_1_arm_1","Precision 1",23233400,375,31,5,"2023-05-30","2020-01-12",3.37377534745956,30.254611079,"Mature","Large",0,1,1,114,NA,2,20.97,20.2,15,"Division 5: South Atlantic","VA",23324,"FUP1","FUP1 comp","FUP1","HLES",5,"X375","109960_","X23233400"
110079,"110079_precision_1_arm_1","Precision 1",19071246,223,19,4,"2022-09-19","2016-08-20",6.07245386192755,14.51495584,"Mature","Medium",0,1,2,999,46,0,28.2097222222222,23.1,15,"Division 3: East North Central","IN",46032,"HLES","HLES diet",NA,"HLES",6,"X223","110079_","X19071246"
110430,"110430_precision_1_arm_1","Precision 1",16876058,86,10,3,"2022-04-12","2020-06-11",1.83185235816815,30.753562686,"Young","Standard",1,1,1,115,NA,0,29.4944444444444,21.9,13,"Division 1: New England","VT",5842,"HLES","HLES diet",NA,"HLES",5,"X86","110430_","X16876058"
110540,"110540_precision_1_arm_1","Precision 1",17886749,15,14,4,"2022-06-22","2019-05-15",3.10047846889952,5.624545388,"Young","Toy",0,0,1,174,NA,0,28.3566666666667,22.3,12,"Division 5: South Atlantic","MD",20904,"HLES","HLES diet",NA,"HLES",NA,"X15","110540_","X17886749"
110564,"110564_precision_1_arm_1","Precision 1",18444536,84,16,4,"2022-08-01","2021-10-31",0.749145591250854,25,"Puppy","Standard",1,0,1,100,NA,0,27.8430555555556,17.6,17,"Division 7: West South Central","OK",74074,"HLES","HLES diet","FUP1","HLES",NA,"X84","110564_","X18444536"
110575,"110575_precision_1_arm_1","Precision 1",18702806,158,17,4,"2022-08-22","2021-04-16",1.34791524265208,35,"Puppy","Large",0,1,2,153,999,0,29.4352777777778,12.9,14,"Division 2: Middle Atlantic","NY",12866,"HLES","HLES diet","FUP1","HLES",NA,"X158","110575_","X18702806"
110664,"110664_precision_1_arm_1","Precision 1",22327511,254,28,5,"2023-04-06","2020-02-18",3.12497151970836,7.6566392056,"Mature","Toy",1,1,2,276,161,0,22.6558333333333,13.3,16,"Division 9: Pacific","CA",92117,"FUP1","FUP1 comp","FUP1","HLES",7,"X254","110664_","X22327511"
110697,"110697_precision_1_arm_1","Precision 1",21821064,207,27,5,"2023-03-09","2020-10-27",2.35964912280702,18.415850222,"Young","Medium",0,1,2,100,153,0,25.6177777777778,13.1,15,"Division 3: East North Central","MI",48073,"FUP1","HLES diet","FUP1","HLES",6,"X207","110697_","X21821064"
110744,"110744_precision_1_arm_1","Precision 1",23276378,421,32,5,"2023-05-31","2013-04-06",10.1353383458647,36.060593415,"Mature","Large",1,1,2,120,109,3,45.3186111111111,21.1,17,"Division 9: Pacific","WA",98103,"HLES","HLES diet",NA,"HLES",5,"X421","110744_","X23276378"
110847,"110847_precision_1_arm_1","Precision 1",21756729,227,27,5,"2023-03-06","2021-06-16",1.71713374344953,7.71107029,"Young","Toy",0,1,2,141,228,1,27.3302777777778,20.4,16,"Division 7: West South Central","TX",78758,"FUP1","FUP1 comp","FUP1","HLES",5,"X227","110847_","X21756729"
